image_id,path,class,width,height,channels,average_R,average_G,average_B
train_normal_ (14).jpg,0_normal\train_normal_ (14).jpg,0_normal,633,532,3,161.0178556581026,105.33715509152027,80.08313437622492
train_normal_ (140).jpg,0_normal\train_normal_ (140).jpg,0_normal,633,532,3,142.9482503652496,98.82992136739954,74.57380417869318
train_normal_ (141).jpg,0_normal\train_normal_ (141).jpg,0_normal,633,532,3,126.26909691289836,80.70217902576346,63.62621304445949
train_normal_ (142).jpg,0_normal\train_normal_ (142).jpg,0_normal,633,531,3,104.02719837678468,81.8773276449395,63.868307137565715
train_normal_ (143).jpg,0_normal\train_normal_ (143).jpg,0_normal,633,531,3,123.2496764577253,90.88939763122428,68.38990191090761
train_normal_ (144).jpg,0_normal\train_normal_ (144).jpg,0_normal,633,532,3,135.10972039102495,98.28532231051562,73.92910890971504
train_normal_ (145).jpg,0_normal\train_normal_ (145).jpg,0_normal,633,532,3,127.00718621197544,87.10356162919146,66.8612556272197
train_normal_ (146).jpg,0_normal\train_normal_ (146).jpg,0_normal,633,532,3,116.02744420292437,78.56843233676608,61.68894986280868
train_normal_ (147).jpg,0_normal\train_normal_ (147).jpg,0_normal,633,532,3,134.95991756642792,94.16058511206927,72.25167183361246
train_normal_ (148).jpg,0_normal\train_normal_ (148).jpg,0_normal,633,531,3,95.7149971885292,63.57911538335669,49.782701570556014
train_normal_ (149).jpg,0_normal\train_normal_ (149).jpg,0_normal,633,532,3,144.0994963712599,90.70280262267042,68.91581738706957
train_normal_ (15).jpg,0_normal\train_normal_ (15).jpg,0_normal,632,531,3,99.36000858184939,66.49067021859878,52.27499165653531
train_normal_ (150).jpg,0_normal\train_normal_ (150).jpg,0_normal,633,531,3,127.67848376933443,87.51615628802551,67.9432826673569
train_normal_ (151).jpg,0_normal\train_normal_ (151).jpg,0_normal,633,531,3,140.44714881159575,97.11734692359641,74.2515180454774
train_normal_ (152).jpg,0_normal\train_normal_ (152).jpg,0_normal,633,532,3,118.56408794498094,82.57965708109136,65.28715746712753
train_normal_ (153).jpg,0_normal\train_normal_ (153).jpg,0_normal,633,532,3,155.8038936203067,96.25636959697823,73.26036358669185
train_normal_ (154).jpg,0_normal\train_normal_ (154).jpg,0_normal,633,532,3,154.44162835999953,96.24458658494578,74.42198208792122
train_normal_ (155).jpg,0_normal\train_normal_ (155).jpg,0_normal,633,531,3,127.52589081972968,89.44522094590373,68.87842248224608
train_normal_ (156).jpg,0_normal\train_normal_ (156).jpg,0_normal,633,532,3,107.22250531542126,74.43765515684947,57.726900188860775
train_normal_ (157).jpg,0_normal\train_normal_ (157).jpg,0_normal,633,532,3,143.65743743244366,90.40017104372305,69.2465731865208
train_normal_ (158).jpg,0_normal\train_normal_ (158).jpg,0_normal,633,532,3,135.94418807682715,98.60917400135409,74.02342051811995
train_normal_ (159).jpg,0_normal\train_normal_ (159).jpg,0_normal,633,531,3,123.9136714833558,88.37204832754676,66.98152164535007
train_normal_ (16).jpg,0_normal\train_normal_ (16).jpg,0_normal,633,531,3,112.21855094712352,77.31720233366951,58.355188428045686
train_normal_ (160).jpg,0_normal\train_normal_ (160).jpg,0_normal,633,532,3,116.7985217783796,86.07046941999549,65.52370262148261
train_normal_ (161).jpg,0_normal\train_normal_ (161).jpg,0_normal,633,531,3,143.48330224352395,103.98833462750243,77.73643576904882
train_normal_ (162).jpg,0_normal\train_normal_ (162).jpg,0_normal,633,532,3,114.81705151504353,77.64243547256767,61.18190321776004
train_normal_ (163).jpg,0_normal\train_normal_ (163).jpg,0_normal,633,531,3,105.60126203800394,71.05130859834048,56.68730196981462
train_normal_ (164).jpg,0_normal\train_normal_ (164).jpg,0_normal,633,532,3,146.6689145850408,95.67197317939399,72.70682927698392
train_normal_ (165).jpg,0_normal\train_normal_ (165).jpg,0_normal,633,531,3,156.17905052614668,100.37592190953907,75.53825236594938
train_normal_ (166).jpg,0_normal\train_normal_ (166).jpg,0_normal,633,531,3,124.77684359594554,86.17540007675761,66.06508331771406
train_normal_ (167).jpg,0_normal\train_normal_ (167).jpg,0_normal,633,531,3,117.46128946843864,79.27494101861521,59.21670043406729
train_normal_ (168).jpg,0_normal\train_normal_ (168).jpg,0_normal,633,531,3,133.91425757832698,98.63887624470804,73.98683220130727
train_normal_ (169).jpg,0_normal\train_normal_ (169).jpg,0_normal,633,531,3,122.82593276865909,87.61468569541508,67.41009094884909
train_normal_ (17).jpg,0_normal\train_normal_ (17).jpg,0_normal,633,532,3,153.45358954257682,93.27420446851727,70.88309933601776
train_normal_ (170).jpg,0_normal\train_normal_ (170).jpg,0_normal,633,532,3,138.73895639572865,98.14162182707955,73.47576583639193
train_normal_ (171).jpg,0_normal\train_normal_ (171).jpg,0_normal,633,532,3,158.28480561593557,101.24805794106118,76.40710484742662
train_normal_ (172).jpg,0_normal\train_normal_ (172).jpg,0_normal,633,532,3,118.50021380465381,91.81578056515697,69.64884070365487
train_normal_ (173).jpg,0_normal\train_normal_ (173).jpg,0_normal,633,531,3,95.48789877515077,63.48833313995174,49.83596481050092
train_normal_ (174).jpg,0_normal\train_normal_ (174).jpg,0_normal,633,532,3,134.99932592143867,98.88350912827092,74.18497665965863
train_normal_ (175).jpg,0_normal\train_normal_ (175).jpg,0_normal,633,531,3,127.83540251634075,88.50440463758802,67.5930626586101
train_normal_ (176).jpg,0_normal\train_normal_ (176).jpg,0_normal,633,532,3,149.01374288802575,93.98400622409103,72.82947594103743
train_normal_ (177).jpg,0_normal\train_normal_ (177).jpg,0_normal,633,531,3,158.69620644823473,112.13210342642425,83.62803795039316
train_normal_ (178).jpg,0_normal\train_normal_ (178).jpg,0_normal,633,532,3,144.966465333951,89.51744883535854,67.77598617396572
train_normal_ (179).jpg,0_normal\train_normal_ (179).jpg,0_normal,633,531,3,93.01353968636481,67.31854410439036,48.046233075392045
train_normal_ (18).jpg,0_normal\train_normal_ (18).jpg,0_normal,633,531,3,145.13033026600382,97.53495297852274,74.79074921977967
train_normal_ (180).jpg,0_normal\train_normal_ (180).jpg,0_normal,633,532,3,119.64474575063251,79.22604200073644,62.55830928030978
train_normal_ (181).jpg,0_normal\train_normal_ (181).jpg,0_normal,459,530,3,97.41432564640112,75.67820117564845,60.63189871336375
train_normal_ (182).jpg,0_normal\train_normal_ (182).jpg,0_normal,633,532,3,120.62729691527397,77.98517918017794,59.60572640131134
train_normal_ (183).jpg,0_normal\train_normal_ (183).jpg,0_normal,633,531,3,136.70566429551087,94.8866783885661,73.04648298390768
train_normal_ (184).jpg,0_normal\train_normal_ (184).jpg,0_normal,633,531,3,93.725463595172,68.01735376632959,48.26655718293601
train_normal_ (185).jpg,0_normal\train_normal_ (185).jpg,0_normal,633,532,3,99.81904999465489,69.73087636151992,51.73823480502203
train_normal_ (186).jpg,0_normal\train_normal_ (186).jpg,0_normal,633,531,3,100.93668091740226,70.25524584750225,52.142465704518884
train_normal_ (187).jpg,0_normal\train_normal_ (187).jpg,0_normal,633,531,3,112.76333961079723,88.65009237689775,69.43523650568393
train_normal_ (188).jpg,0_normal\train_normal_ (188).jpg,0_normal,632,531,3,99.08233807718896,66.13774762211257,51.931488235714795
train_normal_ (189).jpg,0_normal\train_normal_ (189).jpg,0_normal,633,531,3,142.2251854231933,94.53807981006953,72.00431984719879
train_normal_ (19).jpg,0_normal\train_normal_ (19).jpg,0_normal,633,532,3,145.06750881944197,90.99585456532326,69.83097851263229
train_normal_ (190).jpg,0_normal\train_normal_ (190).jpg,0_normal,633,532,3,140.85474646331468,90.02423713311715,69.46164285120383
train_normal_ (191).jpg,0_normal\train_normal_ (191).jpg,0_normal,633,531,3,144.67492257298667,95.61515576143258,72.47677487110373
train_normal_ (192).jpg,0_normal\train_normal_ (192).jpg,0_normal,633,531,3,143.38894690336573,95.40816308315706,72.71687745259919
train_normal_ (193).jpg,0_normal\train_normal_ (193).jpg,0_normal,632,531,3,127.86413859686762,87.32969796657846,70.05154473288994
train_normal_ (194).jpg,0_normal\train_normal_ (194).jpg,0_normal,633,532,3,144.0079612538455,92.88369026832484,72.87280998705295
train_normal_ (195).jpg,0_normal\train_normal_ (195).jpg,0_normal,633,531,3,131.6790103622781,99.15964393986725,74.92184111173589
train_normal_ (196).jpg,0_normal\train_normal_ (196).jpg,0_normal,633,531,3,124.11960800064263,88.44909155279466,67.03726611984304
train_normal_ (197).jpg,0_normal\train_normal_ (197).jpg,0_normal,633,532,3,149.29618180522397,97.93275546686621,74.82710924230007
train_normal_ (198).jpg,0_normal\train_normal_ (198).jpg,0_normal,633,532,3,149.9942153963107,96.69295573055862,74.10207093563292
train_normal_ (199).jpg,0_normal\train_normal_ (199).jpg,0_normal,633,531,3,111.13153220695995,80.98205418849648,61.88023431898442
train_normal_ (2).jpg,0_normal\train_normal_ (2).jpg,0_normal,633,532,3,150.12765919538182,107.54543942795377,81.3258858045588
train_normal_ (20).jpg,0_normal\train_normal_ (20).jpg,0_normal,633,531,3,131.54079607762634,87.04149671400053,66.46298527622329
train_normal_ (200).jpg,0_normal\train_normal_ (200).jpg,0_normal,633,531,3,103.56173186601333,75.92647631968059,57.89153970421542
train_normal_ (201).jpg,0_normal\train_normal_ (201).jpg,0_normal,633,532,3,99.64837152122011,69.548720735488,51.63364869519771
train_normal_ (202).jpg,0_normal\train_normal_ (202).jpg,0_normal,633,531,3,160.6929963138494,115.48911856671516,86.50227148990102
train_normal_ (203).jpg,0_normal\train_normal_ (203).jpg,0_normal,633,532,3,142.8006627944268,94.145241658649,72.07206404637185
train_normal_ (204).jpg,0_normal\train_normal_ (204).jpg,0_normal,633,532,3,106.15176270059034,72.13554324199123,55.52847759208448
train_normal_ (205).jpg,0_normal\train_normal_ (205).jpg,0_normal,480,530,3,101.01145440251572,76.09927672955975,60.70876965408805
train_normal_ (206).jpg,0_normal\train_normal_ (206).jpg,0_normal,633,532,3,115.19886802313842,85.55817268289206,64.76287876088325
train_normal_ (207).jpg,0_normal\train_normal_ (207).jpg,0_normal,633,531,3,140.1690125341021,96.66640188264415,73.63599634657551
train_normal_ (208).jpg,0_normal\train_normal_ (208).jpg,0_normal,633,531,3,135.84098975672595,95.60053611326806,71.49007654935842
train_normal_ (209).jpg,0_normal\train_normal_ (209).jpg,0_normal,633,532,3,144.29210763876515,99.61650868878357,74.19322892539405
train_normal_ (21).jpg,0_normal\train_normal_ (21).jpg,0_normal,633,531,3,108.72819176313433,70.90765285327097,55.97335796717273
train_normal_ (210).jpg,0_normal\train_normal_ (210).jpg,0_normal,633,531,3,142.9839166019582,90.43022048476301,69.41440484584513
train_normal_ (211).jpg,0_normal\train_normal_ (211).jpg,0_normal,629,531,3,98.74473875670286,66.03055398369456,52.08341042937254
train_normal_ (212).jpg,0_normal\train_normal_ (212).jpg,0_normal,633,531,3,146.2005277829842,97.69584348586677,74.94606141204261
train_normal_ (213).jpg,0_normal\train_normal_ (213).jpg,0_normal,633,531,3,144.23701740136795,95.40762161470653,72.38960737587134
train_normal_ (214).jpg,0_normal\train_normal_ (214).jpg,0_normal,633,531,3,96.61122267741273,68.51364827756505,50.779375407217
train_normal_ (215).jpg,0_normal\train_normal_ (215).jpg,0_normal,633,532,3,119.75719809001176,82.76185724975947,63.887464514366485
train_normal_ (216).jpg,0_normal\train_normal_ (216).jpg,0_normal,633,531,3,94.09379007089666,67.04032452405816,48.89294395206517
train_normal_ (217).jpg,0_normal\train_normal_ (217).jpg,0_normal,633,532,3,149.95339355497748,96.42236218508356,74.38577189419046
train_normal_ (218).jpg,0_normal\train_normal_ (218).jpg,0_normal,633,531,3,128.24375600598592,88.87696765767294,67.68646894142918
train_normal_ (219).jpg,0_normal\train_normal_ (219).jpg,0_normal,633,531,3,141.09734829214307,101.97736542872698,76.03396078221365
train_normal_ (22).jpg,0_normal\train_normal_ (22).jpg,0_normal,633,532,3,135.97203316347742,98.35199372839682,73.91275879271639
train_normal_ (220).jpg,0_normal\train_normal_ (220).jpg,0_normal,633,530,3,118.3661420608662,85.9301618528123,63.3109064353632
train_normal_ (221).jpg,0_normal\train_normal_ (221).jpg,0_normal,633,531,3,146.9272498460385,97.06544032987924,74.43442132790675
train_normal_ (222).jpg,0_normal\train_normal_ (222).jpg,0_normal,633,532,3,98.64241468600412,69.34291890864603,50.98846345722125
train_normal_ (223).jpg,0_normal\train_normal_ (223).jpg,0_normal,633,531,3,153.57675612796507,106.59753721108046,79.37194122389721
train_normal_ (224).jpg,0_normal\train_normal_ (224).jpg,0_normal,633,531,3,133.06808221990164,93.68012602529431,71.59329769161884
train_normal_ (225).jpg,0_normal\train_normal_ (225).jpg,0_normal,633,531,3,134.32480966788944,93.62076085242605,71.34412105092481
train_normal_ (226).jpg,0_normal\train_normal_ (226).jpg,0_normal,632,531,3,106.94156296931989,71.04170540418127,56.30249827171089
train_normal_ (227).jpg,0_normal\train_normal_ (227).jpg,0_normal,633,532,3,137.30373623632542,101.5124095784485,77.45162075805628
train_normal_ (228).jpg,0_normal\train_normal_ (228).jpg,0_normal,633,531,3,133.36653843979732,100.56227630956525,75.66410510438143
train_normal_ (229).jpg,0_normal\train_normal_ (229).jpg,0_normal,633,532,3,144.7935211250876,94.65324448562164,73.83910902849541
train_normal_ (23).jpg,0_normal\train_normal_ (23).jpg,0_normal,633,531,3,137.89134632262594,98.83098449079652,74.37828414003206
train_normal_ (230).jpg,0_normal\train_normal_ (230).jpg,0_normal,633,531,3,112.73468343433802,77.50959618949015,58.77529059302696
train_normal_ (231).jpg,0_normal\train_normal_ (231).jpg,0_normal,633,532,3,142.98198398840702,100.67223746570217,76.5192453883524
train_normal_ (232).jpg,0_normal\train_normal_ (232).jpg,0_normal,633,531,3,146.56875905546482,106.80537184304555,81.27334041407461
train_normal_ (233).jpg,0_normal\train_normal_ (233).jpg,0_normal,633,532,3,139.55564563066434,94.80165461045979,76.05960101675991
train_normal_ (234).jpg,0_normal\train_normal_ (234).jpg,0_normal,633,532,3,144.7406460463956,99.13916901257885,74.12626352611386
train_normal_ (235).jpg,0_normal\train_normal_ (235).jpg,0_normal,633,532,3,145.68890828968156,91.3782471581798,69.54034968938934
train_normal_ (236).jpg,0_normal\train_normal_ (236).jpg,0_normal,633,531,3,129.51366017797056,95.08185693927521,71.27312918187687
train_normal_ (237).jpg,0_normal\train_normal_ (237).jpg,0_normal,633,531,3,92.60019695171113,66.91868452917534,47.93366118950503
train_normal_ (238).jpg,0_normal\train_normal_ (238).jpg,0_normal,624,531,3,130.85391617171277,87.25214882418273,69.69087413684872
train_normal_ (239).jpg,0_normal\train_normal_ (239).jpg,0_normal,633,531,3,159.59085513338866,101.59599908366877,76.16063762372703
train_normal_ (24).jpg,0_normal\train_normal_ (24).jpg,0_normal,633,531,3,119.75343252321323,84.37892378682804,66.86561169571853
train_normal_ (240).jpg,0_normal\train_normal_ (240).jpg,0_normal,633,531,3,127.78414746982503,88.09827354867117,66.42874780958161
train_normal_ (241).jpg,0_normal\train_normal_ (241).jpg,0_normal,633,531,3,94.1009749407211,67.12324654962617,48.90925345781157
train_normal_ (242).jpg,0_normal\train_normal_ (242).jpg,0_normal,633,532,3,140.3863984606065,91.51235612728503,72.75376533751441
train_normal_ (243).jpg,0_normal\train_normal_ (243).jpg,0_normal,633,531,3,100.44660139294247,70.09562570844602,52.076106068314274
train_normal_ (244).jpg,0_normal\train_normal_ (244).jpg,0_normal,633,532,3,162.94401584530044,102.44073156825714,78.19360902255639
train_normal_ (245).jpg,0_normal\train_normal_ (245).jpg,0_normal,633,531,3,126.18973709029135,93.93838862559242,70.22849076082268
train_normal_ (246).jpg,0_normal\train_normal_ (246).jpg,0_normal,633,532,3,138.63209861145756,89.27866170164748,68.26036358669185
train_normal_ (247).jpg,0_normal\train_normal_ (247).jpg,0_normal,633,531,3,142.95995216036985,95.50167051942294,72.36849605650312
train_normal_ (248).jpg,0_normal\train_normal_ (248).jpg,0_normal,611,531,3,141.2171735384862,90.37134332590517,71.37284436923817
train_normal_ (249).jpg,0_normal\train_normal_ (249).jpg,0_normal,633,531,3,95.81652252300498,67.63332173043797,48.30718516733458
train_normal_ (25).jpg,0_normal\train_normal_ (25).jpg,0_normal,633,531,3,104.66794596025859,71.72420512728971,52.93688619939724
train_normal_ (250).jpg,0_normal\train_normal_ (250).jpg,0_normal,633,531,3,94.43526030649494,67.30703343716438,48.757181150947716
train_normal_ (251).jpg,0_normal\train_normal_ (251).jpg,0_normal,633,531,3,96.12712310671986,75.74385567188202,57.820164047089904
train_normal_ (252).jpg,0_normal\train_normal_ (252).jpg,0_normal,633,531,3,128.97208462378356,89.21369558167694,68.50654671057916
train_normal_ (253).jpg,0_normal\train_normal_ (253).jpg,0_normal,633,531,3,107.31945151031022,79.23168601970112,64.97944799969059
train_normal_ (254).jpg,0_normal\train_normal_ (254).jpg,0_normal,633,532,3,152.57383684329307,94.2259380679186,72.61150803549157
train_normal_ (255).jpg,0_normal\train_normal_ (255).jpg,0_normal,633,531,3,147.1694826001196,110.66329885190838,83.6010775817186
train_normal_ (256).jpg,0_normal\train_normal_ (256).jpg,0_normal,633,532,3,145.27405599306323,94.99947142738363,75.10643314447256
train_normal_ (257).jpg,0_normal\train_normal_ (257).jpg,0_normal,633,532,3,144.12852332252433,99.21269405741843,74.13102067966123
train_normal_ (258).jpg,0_normal\train_normal_ (258).jpg,0_normal,633,531,3,94.75402456838717,75.57548873477863,56.93212603719472
train_normal_ (259).jpg,0_normal\train_normal_ (259).jpg,0_normal,633,532,3,150.0070852486667,91.73444868094407,69.87061551984226
train_normal_ (26).jpg,0_normal\train_normal_ (26).jpg,0_normal,633,531,3,107.31508108638802,72.38285687084787,55.34729548409362
train_normal_ (260).jpg,0_normal\train_normal_ (260).jpg,0_normal,633,532,3,141.0875945788642,90.08267113280833,69.40948936321847
train_normal_ (261).jpg,0_normal\train_normal_ (261).jpg,0_normal,633,532,3,104.2034084025229,70.30723728753162,53.3277981684068
train_normal_ (262).jpg,0_normal\train_normal_ (262).jpg,0_normal,633,532,3,150.59846892111796,100.78556581026025,77.31840858069344
train_normal_ (263).jpg,0_normal\train_normal_ (263).jpg,0_normal,633,532,3,123.95148713014764,93.20676097827507,72.45859910439606
train_normal_ (264).jpg,0_normal\train_normal_ (264).jpg,0_normal,633,531,3,138.69174677127123,90.42885788833254,69.58262897808243
train_normal_ (265).jpg,0_normal\train_normal_ (265).jpg,0_normal,633,532,3,163.2392919502548,101.15952499732744,77.67353514117046
train_normal_ (266).jpg,0_normal\train_normal_ (266).jpg,0_normal,633,532,3,114.6489594840181,77.17235327655632,60.96775113138296
train_normal_ (267).jpg,0_normal\train_normal_ (267).jpg,0_normal,633,531,3,97.48749416136354,68.73397833531178,53.316000392713384
train_normal_ (268).jpg,0_normal\train_normal_ (268).jpg,0_normal,633,532,3,144.76683414697882,99.77014514960386,74.97483341054057
train_normal_ (269).jpg,0_normal\train_normal_ (269).jpg,0_normal,619,532,3,136.73308574343775,88.50530202728145,70.14753968928784
train_normal_ (27).jpg,0_normal\train_normal_ (27).jpg,0_normal,633,532,3,112.59887574386202,75.04723301143855,57.54566214113483
train_normal_ (270).jpg,0_normal\train_normal_ (270).jpg,0_normal,633,531,3,96.91312703980388,68.14266206120973,52.786851836976346
train_normal_ (271).jpg,0_normal\train_normal_ (271).jpg,0_normal,633,532,3,122.67332133651665,86.0556367221371,68.36194752283552
train_normal_ (272).jpg,0_normal\train_normal_ (272).jpg,0_normal,631,531,3,131.2836796881762,86.00260848024688,68.46566446109813
train_normal_ (273).jpg,0_normal\train_normal_ (273).jpg,0_normal,633,532,3,116.81340198838328,79.33485372198268,62.64561581679317
train_normal_ (274).jpg,0_normal\train_normal_ (274).jpg,0_normal,631,532,3,96.64747744956686,69.99917483884036,56.292696876899065
train_normal_ (275).jpg,0_normal\train_normal_ (275).jpg,0_normal,633,531,3,119.93756749761248,79.19703798906947,60.8160494818861
train_normal_ (276).jpg,0_normal\train_normal_ (276).jpg,0_normal,633,532,3,157.40582201950374,100.90121631091948,76.1373843376213
train_normal_ (277).jpg,0_normal\train_normal_ (277).jpg,0_normal,633,532,3,104.84940134696932,72.5088580455879,54.581230920904154
train_normal_ (278).jpg,0_normal\train_normal_ (278).jpg,0_normal,633,532,3,125.73553255175854,85.09822245186426,66.82038627374122
train_normal_ (279).jpg,0_normal\train_normal_ (279).jpg,0_normal,633,531,3,140.62290590051856,104.54291434980647,78.89298560348443
train_normal_ (28).jpg,0_normal\train_normal_ (28).jpg,0_normal,633,531,3,113.27091273135132,74.06526479889803,58.8071063271481
train_normal_ (280).jpg,0_normal\train_normal_ (280).jpg,0_normal,633,532,3,150.55106367815273,93.79021309197164,71.7465583389754
train_normal_ (281).jpg,0_normal\train_normal_ (281).jpg,0_normal,633,532,3,141.5406169452066,89.00103041965102,68.26029231847392
train_normal_ (282).jpg,0_normal\train_normal_ (282).jpg,0_normal,633,531,3,117.12036665149365,82.16309208236271,62.495169922915125
train_normal_ (283).jpg,0_normal\train_normal_ (283).jpg,0_normal,633,532,3,157.75638147501456,96.50674969414057,74.07006259725142
train_normal_ (284).jpg,0_normal\train_normal_ (284).jpg,0_normal,633,531,3,142.9321290122961,103.33773648337068,77.46214034743234
train_normal_ (285).jpg,0_normal\train_normal_ (285).jpg,0_normal,633,531,3,141.60783106184343,103.27422996938621,77.7101953749074
train_normal_ (286).jpg,0_normal\train_normal_ (286).jpg,0_normal,633,531,3,101.3724231903202,70.41389015330698,52.25864043817293
train_normal_ (287).jpg,0_normal\train_normal_ (287).jpg,0_normal,633,531,3,143.66349223349786,95.20855460649821,72.55721268702231
train_normal_ (288).jpg,0_normal\train_normal_ (288).jpg,0_normal,633,532,3,124.6925875114326,81.02645832590956,64.41713881861051
train_normal_ (289).jpg,0_normal\train_normal_ (289).jpg,0_normal,633,532,3,147.2791071280096,94.29861680267018,71.95132083763912
