image_id,path,class,width,height,channels,average_R,average_G,average_B,processing_method
MULTISCALE_train_normal_ (123).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (123).jpg,0_normal_Multiscale,633,532,3,107.7638735464253,93.04183147442065,87.00221228426517,Multiscale
MULTISCALE_train_normal_ (124).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (124).jpg,0_normal_Multiscale,633,531,3,105.39758064756056,90.44497401248948,84.31370361445066,Multiscale
MULTISCALE_train_normal_ (125).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (125).jpg,0_normal_Multiscale,633,532,3,94.10572937082041,79.91794949458955,75.12946762641201,Multiscale
MULTISCALE_train_normal_ (126).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (126).jpg,0_normal_Multiscale,633,532,3,105.18293660692014,90.2413112164297,84.22947178372472,Multiscale
MULTISCALE_train_normal_ (127).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (127).jpg,0_normal_Multiscale,633,532,3,111.04407048426754,92.4155649787977,86.4416936891993,Multiscale
MULTISCALE_train_normal_ (128).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (128).jpg,0_normal_Multiscale,633,531,3,100.03844723508954,89.42012299069091,83.49042463621947,Multiscale
MULTISCALE_train_normal_ (129).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (129).jpg,0_normal_Multiscale,633,532,3,100.7805889130409,84.97336647305467,79.90920132083764,Multiscale
MULTISCALE_train_normal_ (13).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (13).jpg,0_normal_Multiscale,609,531,3,104.00409117475161,87.15997018977733,81.90763778724036,Multiscale
MULTISCALE_train_normal_ (130).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (130).jpg,0_normal_Multiscale,633,532,3,107.70055767380536,93.10024765705734,86.93861430828255,Multiscale
MULTISCALE_train_normal_ (131).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (131).jpg,0_normal_Multiscale,633,532,3,107.05427074795995,90.30744515316728,85.10284003848484,Multiscale
MULTISCALE_train_normal_ (132).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (132).jpg,0_normal_Multiscale,633,531,3,101.34341595189856,88.93281626071408,82.35482546567775,Multiscale
MULTISCALE_train_normal_ (133).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (133).jpg,0_normal_Multiscale,633,531,3,93.02254531823172,79.0981307438051,75.02448508432924,Multiscale
MULTISCALE_train_normal_ (134).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (134).jpg,0_normal_Multiscale,633,531,3,86.07926860107759,75.99561172546954,70.9671638061067,Multiscale
MULTISCALE_train_normal_ (135).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (135).jpg,0_normal_Multiscale,633,532,3,96.41365558445878,83.32485835441685,78.59003848483769,Multiscale
MULTISCALE_train_normal_ (136).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (136).jpg,0_normal_Multiscale,633,531,3,89.8811387498029,77.31613129717395,73.36547037840315,Multiscale
MULTISCALE_train_normal_ (137).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (137).jpg,0_normal_Multiscale,633,532,3,88.58646616541354,76.23896233474682,71.24454501181864,Multiscale
MULTISCALE_train_normal_ (138).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (138).jpg,0_normal_Multiscale,633,531,3,96.3337052210054,84.46900985651087,79.32475314096328,Multiscale
MULTISCALE_train_normal_ (139).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (139).jpg,0_normal_Multiscale,623,531,3,87.85856359937488,76.08588537935329,71.86752334400401,Multiscale
MULTISCALE_train_normal_ (14).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (14).jpg,0_normal_Multiscale,633,532,3,117.28084726033092,96.78020881587855,90.34928850562424,Multiscale
MULTISCALE_train_normal_ (140).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (140).jpg,0_normal_Multiscale,633,532,3,106.72902338785352,92.22114231075318,86.2014930691658,Multiscale
MULTISCALE_train_normal_ (141).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (141).jpg,0_normal_Multiscale,633,532,3,96.8434623288078,82.11413308151896,77.60750513725071,Multiscale
MULTISCALE_train_normal_ (142).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (142).jpg,0_normal_Multiscale,633,531,3,87.822005634842,82.6246284842156,77.49528297676743,Multiscale
MULTISCALE_train_normal_ (143).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (143).jpg,0_normal_Multiscale,633,531,3,98.43505204939858,85.2448240673801,79.15998310142417,Multiscale
MULTISCALE_train_normal_ (144).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (144).jpg,0_normal_Multiscale,633,532,3,102.62394433952178,91.69724667118032,85.34823432990058,Multiscale
MULTISCALE_train_normal_ (145).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (145).jpg,0_normal_Multiscale,633,532,3,99.71573186520804,85.25929456342277,79.64460915321479,Multiscale
MULTISCALE_train_normal_ (146).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (146).jpg,0_normal_Multiscale,633,532,3,94.40603285464847,80.1306257349535,74.92726781408497,Multiscale
MULTISCALE_train_normal_ (147).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (147).jpg,0_normal_Multiscale,633,532,3,104.28459181128176,89.70611956431362,83.65356222309327,Multiscale
MULTISCALE_train_normal_ (148).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (148).jpg,0_normal_Multiscale,633,531,3,86.25931578618541,74.09242449936481,69.86910148963327,Multiscale
MULTISCALE_train_normal_ (149).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (149).jpg,0_normal_Multiscale,633,532,3,105.91884628633194,88.561884569243,82.71348097732483,Multiscale
MULTISCALE_train_normal_ (15).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (15).jpg,0_normal_Multiscale,632,531,3,88.28193163126654,75.8756168204248,71.5452364776276,Multiscale
MULTISCALE_train_normal_ (150).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (150).jpg,0_normal_Multiscale,633,531,3,98.16225012867314,85.7094962260839,80.7035013968101,Multiscale
MULTISCALE_train_normal_ (151).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (151).jpg,0_normal_Multiscale,633,531,3,105.44221014331063,91.13621204142531,85.03296709835388,Multiscale
MULTISCALE_train_normal_ (152).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (152).jpg,0_normal_Multiscale,633,532,3,95.51008742234734,82.619466319828,77.4103653683973,Multiscale
MULTISCALE_train_normal_ (153).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (153).jpg,0_normal_Multiscale,633,532,3,112.61502987326135,91.91978465120147,86.06299516563922,Multiscale
MULTISCALE_train_normal_ (154).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (154).jpg,0_normal_Multiscale,633,532,3,110.99731853330007,92.475878677737,86.87563102067966,Multiscale
MULTISCALE_train_normal_ (155).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (155).jpg,0_normal_Multiscale,633,531,3,100.51231543214836,86.51922956774752,80.96806228672241,Multiscale
MULTISCALE_train_normal_ (156).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (156).jpg,0_normal_Multiscale,633,532,3,87.97987860646877,75.7055999002245,70.69100476309256,Multiscale
MULTISCALE_train_normal_ (157).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (157).jpg,0_normal_Multiscale,633,532,3,106.83428951525734,87.88165021558636,82.03670313223817,Multiscale
MULTISCALE_train_normal_ (158).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (158).jpg,0_normal_Multiscale,633,532,3,102.90783237715141,91.83010547696254,85.41285381700698,Multiscale
MULTISCALE_train_normal_ (159).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (159).jpg,0_normal_Multiscale,633,531,3,97.78382615887637,85.36981402641295,79.21191944615512,Multiscale
MULTISCALE_train_normal_ (16).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (16).jpg,0_normal_Multiscale,633,531,3,93.26159471383987,79.18345070108263,73.93003454092698,Multiscale
MULTISCALE_train_normal_ (160).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (160).jpg,0_normal_Multiscale,633,532,3,96.07465345829027,84.53729703405433,78.93658316407132,Multiscale
MULTISCALE_train_normal_ (161).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (161).jpg,0_normal_Multiscale,633,531,3,109.11186381175939,94.56067570502465,87.63282488850808,Multiscale
MULTISCALE_train_normal_ (162).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (162).jpg,0_normal_Multiscale,633,532,3,91.59926178004253,78.84482533347587,73.9319091567782,Multiscale
MULTISCALE_train_normal_ (163).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (163).jpg,0_normal_Multiscale,633,531,3,90.95689375615474,77.96862160578122,74.08658437536259,Multiscale
MULTISCALE_train_normal_ (164).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (164).jpg,0_normal_Multiscale,633,532,3,110.57738837615365,90.45473577308199,84.26507025858486,Multiscale
MULTISCALE_train_normal_ (165).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (165).jpg,0_normal_Multiscale,633,531,3,112.57401605959723,94.39522436727032,88.16662947789946,Multiscale
MULTISCALE_train_normal_ (166).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (166).jpg,0_normal_Multiscale,633,531,3,98.5546987263591,83.06645186434727,77.30357636936479,Multiscale
MULTISCALE_train_normal_ (167).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (167).jpg,0_normal_Multiscale,633,531,3,96.08181826295731,80.12057788369138,74.46764726008038,Multiscale
MULTISCALE_train_normal_ (168).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (168).jpg,0_normal_Multiscale,633,531,3,102.36974559908128,89.93295906558016,83.22062161768162,Multiscale
MULTISCALE_train_normal_ (169).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (169).jpg,0_normal_Multiscale,633,531,3,97.8129375258462,85.62667832906406,79.79858563680557,Multiscale
MULTISCALE_train_normal_ (17).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (17).jpg,0_normal_Multiscale,633,532,3,111.07736165057193,89.51357362600815,83.50412761762226,Multiscale
MULTISCALE_train_normal_ (170).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (170).jpg,0_normal_Multiscale,633,532,3,106.17095760728836,92.22606872631816,85.88568874793619,Multiscale
MULTISCALE_train_normal_ (171).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (171).jpg,0_normal_Multiscale,633,532,3,113.71857368539833,95.02310575015738,88.71804511278195,Multiscale
MULTISCALE_train_normal_ (172).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (172).jpg,0_normal_Multiscale,633,532,3,95.00229543051942,87.82907505731153,81.2039785482664,Multiscale
MULTISCALE_train_normal_ (173).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (173).jpg,0_normal_Multiscale,633,531,3,86.09888641955474,73.96098154544616,69.58110870127899,Multiscale
MULTISCALE_train_normal_ (174).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (174).jpg,0_normal_Multiscale,633,532,3,102.72626768342657,91.94264987112331,85.58023019634393,Multiscale
MULTISCALE_train_normal_ (175).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (175).jpg,0_normal_Multiscale,633,531,3,100.09085959604073,84.29614456612609,78.41760307982494,Multiscale
MULTISCALE_train_normal_ (176).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (176).jpg,0_normal_Multiscale,633,532,3,108.32456437301785,90.65654064070128,85.26161671952393,Multiscale
MULTISCALE_train_normal_ (177).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (177).jpg,0_normal_Multiscale,633,531,3,116.96637837934328,100.98504119027857,94.260181540686,Multiscale
MULTISCALE_train_normal_ (178).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (178).jpg,0_normal_Multiscale,633,532,3,107.01550677641973,86.14710947986079,80.30134281200633,Multiscale
MULTISCALE_train_normal_ (179).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (179).jpg,0_normal_Multiscale,633,531,3,84.61717883036864,75.37245591643536,69.79782698595454,Multiscale
MULTISCALE_train_normal_ (18).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (18).jpg,0_normal_Multiscale,633,531,3,107.99903904225536,91.14896035082396,85.28292916581132,Multiscale
MULTISCALE_train_normal_ (180).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (180).jpg,0_normal_Multiscale,633,532,3,93.89735891862357,80.7921640594377,76.10589566332894,Multiscale
MULTISCALE_train_normal_ (181).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (181).jpg,0_normal_Multiscale,459,530,3,81.28880667571012,76.94249599210754,73.09126484975542,Multiscale
MULTISCALE_train_normal_ (182).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (182).jpg,0_normal_Multiscale,633,532,3,95.30398270557912,79.39832103956574,74.14589792015585,Multiscale
MULTISCALE_train_normal_ (183).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (183).jpg,0_normal_Multiscale,633,531,3,104.20699267827551,90.56007770964796,84.53903481761141,Multiscale
MULTISCALE_train_normal_ (184).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (184).jpg,0_normal_Multiscale,633,531,3,84.9122612853033,75.68014685100395,69.906531240052,Multiscale
MULTISCALE_train_normal_ (185).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (185).jpg,0_normal_Multiscale,633,532,3,88.0141378327335,75.90032842770434,71.10287567259381,Multiscale
MULTISCALE_train_normal_ (186).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (186).jpg,0_normal_Multiscale,633,531,3,88.25650134028317,76.03241075439645,71.29854844803836,Multiscale
MULTISCALE_train_normal_ (187).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (187).jpg,0_normal_Multiscale,633,531,3,92.5217346031066,84.69247864620986,78.75223653245985,Multiscale
MULTISCALE_train_normal_ (188).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (188).jpg,0_normal_Multiscale,632,531,3,88.1803141910415,75.7656052587666,71.4506782044864,Multiscale
MULTISCALE_train_normal_ (189).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (189).jpg,0_normal_Multiscale,633,531,3,105.97100168688247,90.95314512842025,84.97785929555549,Multiscale
MULTISCALE_train_normal_ (19).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (19).jpg,0_normal_Multiscale,633,532,3,107.3927710270938,88.25537481143617,82.43394030098943,Multiscale
MULTISCALE_train_normal_ (190).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (190).jpg,0_normal_Multiscale,633,532,3,105.51504353300312,87.79698060316669,82.28085319934908,Multiscale
MULTISCALE_train_normal_ (191).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (191).jpg,0_normal_Multiscale,633,531,3,107.3541947441859,91.319987028558,85.17899102411914,Multiscale
MULTISCALE_train_normal_ (192).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (192).jpg,0_normal_Multiscale,633,531,3,106.64457653894557,91.40002320579073,85.43271659481798,Multiscale
MULTISCALE_train_normal_ (193).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (193).jpg,0_normal_Multiscale,632,531,3,97.84982955493575,84.76456232568118,80.557760614079,Multiscale
MULTISCALE_train_normal_ (194).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (194).jpg,0_normal_Multiscale,633,532,3,107.91209659219138,90.15110346957441,84.32681526090107,Multiscale
MULTISCALE_train_normal_ (195).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (195).jpg,0_normal_Multiscale,633,531,3,102.40956138080405,90.9966589611541,84.52758365241296,Multiscale
MULTISCALE_train_normal_ (196).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (196).jpg,0_normal_Multiscale,633,531,3,97.6218854407464,85.47273170833296,79.29877158064161,Multiscale
MULTISCALE_train_normal_ (197).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (197).jpg,0_normal_Multiscale,633,532,3,109.53801862476095,90.472790388293,84.29059318913397,Multiscale
MULTISCALE_train_normal_ (198).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (198).jpg,0_normal_Multiscale,633,532,3,109.95411514568411,91.66419009609331,85.72822162040171,Multiscale
MULTISCALE_train_normal_ (199).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (199).jpg,0_normal_Multiscale,633,531,3,91.12709038060471,81.26119307515404,75.60213671780866,Multiscale
MULTISCALE_train_normal_ (2).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (2).jpg,0_normal_Multiscale,633,532,3,110.9609390775517,97.3481690007008,91.18155578519759,Multiscale
MULTISCALE_train_normal_ (20).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (20).jpg,0_normal_Multiscale,633,531,3,101.56215730551018,84.28270008300532,78.60756032761816,Multiscale
MULTISCALE_train_normal_ (200).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (200).jpg,0_normal_Multiscale,633,531,3,88.84779976377695,78.62913278769975,73.40719915031104,Multiscale
MULTISCALE_train_normal_ (201).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (201).jpg,0_normal_Multiscale,633,532,3,87.8059930632268,76.14717777856964,71.2643367898419,Multiscale
MULTISCALE_train_normal_ (202).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (202).jpg,0_normal_Multiscale,633,531,3,118.16408874132387,103.5028575848722,96.6580745738911,Multiscale
MULTISCALE_train_normal_ (203).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (203).jpg,0_normal_Multiscale,633,532,3,107.6837146182993,89.09062941714475,83.23259867678675,Multiscale
MULTISCALE_train_normal_ (204).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (204).jpg,0_normal_Multiscale,633,532,3,87.56626756464621,74.2710033377282,69.26572355058262,Multiscale
MULTISCALE_train_normal_ (205).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (205).jpg,0_normal_Multiscale,480,530,3,82.98424135220125,77.52049528301887,73.16470911949686,Multiscale
MULTISCALE_train_normal_ (206).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (206).jpg,0_normal_Multiscale,633,532,3,92.1740845003504,84.2553540248726,78.40589625723075,Multiscale
MULTISCALE_train_normal_ (207).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (207).jpg,0_normal_Multiscale,633,531,3,105.38970852931814,90.90180975416737,84.76098035540561,Multiscale
MULTISCALE_train_normal_ (208).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (208).jpg,0_normal_Multiscale,633,531,3,103.47687602455053,89.51300565566771,83.45090636463438,Multiscale
MULTISCALE_train_normal_ (209).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (209).jpg,0_normal_Multiscale,633,532,3,107.59606955778071,93.18037689009253,86.96316620936227,Multiscale
MULTISCALE_train_normal_ (21).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (21).jpg,0_normal_Multiscale,633,531,3,91.4060239852673,77.38672450263742,73.02948027954052,Multiscale
MULTISCALE_train_normal_ (210).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (210).jpg,0_normal_Multiscale,633,531,3,105.0655593339343,87.66699095271672,81.76652296927018,Multiscale
MULTISCALE_train_normal_ (211).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (211).jpg,0_normal_Multiscale,629,531,3,87.52527402776656,75.59741496232024,71.23433004290432,Multiscale
MULTISCALE_train_normal_ (212).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (212).jpg,0_normal_Multiscale,633,531,3,108.51806035290653,91.18810078453423,85.36739229389241,Multiscale
MULTISCALE_train_normal_ (213).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (213).jpg,0_normal_Multiscale,633,531,3,107.17086304715833,91.22821110129328,85.10147773285375,Multiscale
MULTISCALE_train_normal_ (214).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (214).jpg,0_normal_Multiscale,633,531,3,85.62967723125165,75.19787696765768,70.30918443545964,Multiscale
MULTISCALE_train_normal_ (215).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (215).jpg,0_normal_Multiscale,633,532,3,93.5581994084738,81.88117806364252,76.30743030562188,Multiscale
MULTISCALE_train_normal_ (216).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (216).jpg,0_normal_Multiscale,633,531,3,85.5431017811932,75.39800608705741,69.96494438047976,Multiscale
MULTISCALE_train_normal_ (217).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (217).jpg,0_normal_Multiscale,633,532,3,107.97510066635783,92.60293506277542,87.13540367506444,Multiscale
MULTISCALE_train_normal_ (218).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (218).jpg,0_normal_Multiscale,633,531,3,100.32995956837229,84.52809239474836,78.50639795551034,Multiscale
MULTISCALE_train_normal_ (219).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (219).jpg,0_normal_Multiscale,633,531,3,108.16401733889083,92.7885595451665,85.6282997593143,Multiscale
MULTISCALE_train_normal_ (22).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (22).jpg,0_normal_Multiscale,633,532,3,102.91378030384017,91.61581679316775,85.26469313093159,Multiscale
MULTISCALE_train_normal_ (220).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (220).jpg,0_normal_Multiscale,633,530,3,94.18974037974306,82.17404989716535,75.63319025902412,Multiscale
MULTISCALE_train_normal_ (221).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (221).jpg,0_normal_Multiscale,633,531,3,108.68737932245041,91.09659856659616,85.38057794319342,Multiscale
MULTISCALE_train_normal_ (222).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (222).jpg,0_normal_Multiscale,633,532,3,86.51422097898775,75.59334948746273,70.30591882549977,Multiscale
MULTISCALE_train_normal_ (223).jpg,0_normal_Multiscale\MULTISCALE_train_normal_ (223).jpg,0_normal_Multiscale,633,531,3,113.88199557899935,97.2346492206722,90.59585925390408,Multiscale
